"","mou_Mean","totmrc_Mean","change_mou","drop_blk_Mean","owylis_vce_Range","mou_opkv_Range","months","totcalls","eqpdays","iwylis_vce_Mean","adjqty","ovrrev_Mean","rev_Mean","comp_vce_Mean","plcd_vce_Mean","avg3mou","avgmou","avg3qty","avgqty","avg6mou","avg6qty","crclscod","asl_flag","prizm_social_one","area","refurb_new","hnd_webcap","marital","ethnic","models","hnd_price","actvsubs","uniqsubs","churn","csa","drop_vce_Mean","adjmou","totrev","adjrev","avgrev","Customer_ID","retdays_dummy","compl_vce_percentage","age1_dummy","optimum","asl_flag_Y","prizm_social_one_R","prizm_social_one_T","area_DC_MARYLAND_VIRGINIA","area_MIDWEST","area_NORTHWEST_ROCKYMOUNTAIN","area_OHIO","area_SOUTH_FLORIDA","area_TENNESSEE","refurb_new_R","marital_S","ethnic_C","ethnic_N","ethnic_P","ethnic_S","ethnic_U","ethnic_Z","models_2","models_3","models_4","models_5","models_8","hnd_price129.9899902","hnd_price199.9899902","hnd_price249.9899902","hnd_price299.9899902","uniqsubs_2","uniqsubs_3","uniqsubs_4","uniqsubs_5","uniqsubs_6","uniqsubs_9","age1_dummy_Young","result","mou_Mean_catg","prob","actvsubs_int"
"14222",3,10,-3,0,0,0,9,19,250,0,7,0,10,0,0.333333333,4,9,0,1,7,1,"BA","N","C","GREAT LAKES AREA","N","WCMB","M","U","1","149.9899902","3","3",1,"IPMGDR616",0,63,121.71,70.36,10.05,1091285,"0",0,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.358086695749096,4
"14308",7.5,30,-4.5,0.666666667,0,0.18,19,318,568,0,311,0,30.27,5,8,9,28.33,7,17.28,9,5,"B","N","T","LOS ANGELES AREA","N","WCMB","S","H","1","29.98999023","3","3",1,"LAXCOV626",0.666666667,510,574.24,543.24,30.18,1031248,"0",0.625,"Mid-Aged",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.303647913956097,4
"14469",9,33.8625,-9,0,0,2.47,11,694,336,0,588,0,23.8625,1,4.333333333,12,137,4,65.33,94,49,"BA","N","C","LOS ANGELES AREA","N","WCMB","U","N","1","129.9899902","3","3",1,"LAXCDG310",0,1233,332.45,254.04,28.23,1067694,"0",0.230769230786982,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Low",0.300187885253105,4
"14734",34.5,10,-30.5,2,7,28.12,11,76,305,0,76,0,10.99,13.66666667,31.66666667,45,25.33,18,8.44,38,13,"BA","N","C","DC/MARYLAND/VIRGINIA AREA","N","WCMB","M","S","1","149.9899902","3","3",1,"APCWAS202",1.666666667,228,144.37,94.68,10.52,1084393,"0",0.431578947428255,"Mid-Aged",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.269269232410245,4
"14770",234.5,50,-234.5,6,16,111.18,19,629,559,0,629,11.775,91.1475,10.66666667,17,313,100.67,85,34.94,196,68,"AA","N","C","SOUTHWEST AREA","N","WCMB","M","F","1","129.9899902","4","4",1,"NEVSDG619",2.666666667,1812,1132.66,1080.99,60.06,1028235,"0",0.627450980588235,"Senior",0.01039588225946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"Low",0.331340891154582,5
"14784",953.75,42.74,-263.75,23.33333333,131,140.89,12,3644,336,47.66666667,3502,48.9,85.44,336.6666667,532.6666667,1042,805,468,350.2,959,410,"AA","N","T","CENTRAL/SOUTH TEXAS AREA","N","WCMB","B","H","1","149.9899902","3","3",1,"SANMCA210",7.333333333,8050,780.1,722.57,72.26,1088595,"0",0.632040050085605,"Young",0.062684271247276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"High",0.424634950388964,4
"14805",564.25,94.99,-498.25,30.33333333,22,165.26,31,2551,956,33.33333333,2529,0,88.24,123.6666667,183.3333333,730,238.37,207,84.3,866,235,"A","N","R","DALLAS AREA","N","WC","M","N","1","29.98999023","4","4",1,"DALDAL214",12.66666667,7151,2064.26,1851.61,61.72,1009096,"0",0.674545454849917,"Senior",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Medium",0.355017970465957,5
"14821",246.5,29.2825,-233.5,2.666666667,10,67.78,24,3126,741,1,3126,16.5,42.1075,46,53.66666667,324,325.96,100,135.91,421,150,"B","N","C","ATLANTIC SOUTH AREA","N","WC","S","N","1","29.98999023","3","4",1,"ATLROS678",1.666666667,7497,1312.3,1281.31,55.71,1015346,"0",0.857142857089618,"Young",0.0125733445096396,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"Low",0.341671121294992,4
"14832",303.25,10,8.75,23,12,101.06,11,882,333,8.333333333,847,19.425,29.92,94,143.3333333,300,152.2,153,84.7,199,105,"BA","N","C","DC/MARYLAND/VIRGINIA AREA","N","WCMB","U","N","1","149.9899902","3","3",1,"NCRGRB757",1,1522,218.21,173.29,17.33,1076055,"0",0.655813953640887,"None",0.0890197516154163,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.293821352775913,4
"14916",1809,106.49,-330,29,165,1552.94,17,7633,151,31,7229,79.5375,179.6025,351.6666667,445.3333333,1919,1250,500,481.93,1739,515,"A","N","C","DALLAS AREA","N","WCMB","M","N","2","149.9899902","3","4",1,"DALDAL214",10,18750,2191.93,2051.67,136.78,1044583,"0",0.789670658816592,"Senior",0.0362865146240984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Very High",0.30650710227812,4
"15201",203.25,32.49,147.75,10.33333333,17,65.81,19,1305,586,3,1294,5.125,36.7375,48.33333333,66.66666667,154,169.94,66,71.89,182,73,"AA","N","C","PHILADELPHIA AREA","N","WC","M","J","1","29.98999023","3","3",1,"PHICTR610",10.33333333,3059,663,629.46,34.97,1036460,"0",0.72499999991375,"Senior",0.00773001508295626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.321501118317467,4
"15294",262,30,-24,3,4,37.45,35,3460,990,1.333333333,3410,1.4875,32.7475,71.66666667,96.33333333,270,296.36,115,103.33,250,110,"A","N","C","CALIFORNIA NORTH AREA","N","WC","A","H","2","29.98999023","3","3",1,"SFRSMO650",2.333333333,9780,1402.95,1349.76,40.9,1003841,"0",0.743944636738545,"Senior",0.00106026586834884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.397587551318101,4
"15508",6,10,-6,0.666666667,1,4.24,13,177,383,0,176,0,10,2.666666667,3.333333333,8,24.27,6,16,10,6,"AA","N","T","CHICAGO AREA","N","WC","M","S","1","29.98999023","3","3",1,"CHIJOL815",0.333333333,267,251.86,129.62,11.78,1059961,"0",0.80000000018,"Mid-Aged",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.268526688315189,4
"15610",358.25,50,15.75,6,6,18.58,33,4023,538,7.333333333,4023,0,50.495,71.66666667,101.6666667,353,256.44,145,125.72,332,141,"A","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","R","WC","U","U","2","9.989997864","4","4",1,"SLCSLC801",4.666666667,8206,1669.94,1609.94,50.31,1006381,"0",0.704918032588551,"None",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Medium",0.328659866030786,5
"15721",161,88.5425,78,1.333333333,15,1.73,56,7025,1116,0,6966,0,95.1675,41,43.33333333,135,310.71,79,133.96,221,107,"A","N","T","DALLAS AREA","N","WC","U","N","2","29.98999023","4","4",0,"DALDAL214",0.666666667,16157,4102.69,3996.24,76.85,1000106,"0",0.946153846226627,"None",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.285293088481954,5
"15740",1166,75,-119,8,12,103.43,49,32995,710,33,32828,0,104.745,252,282.6666667,1206,1718.07,502,683.92,1275,506,"A","N","C","DALLAS AREA","N","WCMB","U","N","4","59.98999023","3","3",0,"OKCOKC405",1.666666667,82467.24,6721.36,6586.8,137.23,1000139,"0",0.891509433857133,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"High",0.409358389236562,4
"15746",724.75,74.99,15.25,18,31,70.77,49,11651,626,10.66666667,11451,0,79.1775,202.3333333,230.3333333,720,571.92,287,238.56,689,271,"A","N","T","SOUTHWEST AREA","N","WCMB","U","S","5","59.98999023","3","3",0,"PHXTUC520",16.66666667,27452.19,4410.41,4273.57,89.03,1000153,"0",0.878437047739282,"None",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"High",0.239361712646995,4
"15769",3206,83,265,23.66666667,13,1334.67,49,53619,77,34.33333333,53602,53.675,166.8175,516.3333333,626.3333333,3118,2520.36,1443,1116.71,2963,1489,"A","N","C","CENTRAL/SOUTH TEXAS AREA","N","WCMB","M","H","5","149.9899902","3","3",0,"SANSAN210",10.66666667,120977.05,7149.29,7052.9,146.94,1000210,"0",0.824374667366917,"Young",0.00750773853067927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,"Very High",0.318895908435102,4
"15845",862.75,50,78.25,8.333333333,17,97.02,50,9080,1511,38,9045,20.4,76.21,197,228.6666667,837,479.46,413,188.44,862,374,"B","N","C","PHILADELPHIA AREA","N","WC","M","N","1","29.98999023","3","3",0,"PHIMER609",7,23014.03,3090.92,2796.84,58.27,1000396,"0",0.861516034859837,"Senior",0.00659997670596457,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"High",0.349115954870705,4
"15906",2982.25,80,-414.25,59.33333333,49,255.39,49,58239,110,97.33333333,58162,21.525,131.115,465.6666667,603,3120,2667.48,1396,1211.71,3090,1387,"A","N","C","SOUTH FLORIDA AREA","N","WCMB","U","U","7","99.98999023","3","3",0,"MIAFTL954",36,128039.03,5873.82,5766.41,120.13,1000523,"1",0.77224986185738,"None",0.0036645658191773,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Very High",0.436077353615917,4
"15929",3251.75,207.49,-434.75,75,32,188.37,47,25451,358,6.333333333,25404,165.1,349.7325,909.6666667,1087.666667,3397,2316.91,1232,725.83,3164,1169,"A","N","C","DALLAS AREA","N","WCMB","M","N","5","149.9899902","3","3",0,"DALDAL214",65.66666667,81092,11529.73,11450.78,327.17,1000570,"0",0.836346919786593,"Senior",0.0143195027116854,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"Very High",0.271841321075864,4
"15936",851.5,79.99,84.5,6,34,24.79,51,32095,413,85,31919,0,84.515,185.3333333,208.3333333,823,1263.09,504,679.13,764,481,"J","N","C","SOUTH FLORIDA AREA","R","WCMB","S","M","5","99.98999023","3","3",0,"MIAHWD954",2.333333333,59365.04,4081.34,3974.89,84.57,1000582,"0",0.889599999982336,"Senior",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"High",0.268782889412643,4
"16041",358.5,55,159.5,8,29,27.96,48,11249,849,13.66666667,11223,0,55,95.33333333,131,305,411.87,179,238.79,280,155,"AA","N","C","SOUTH FLORIDA AREA","R","WC","S","I","3","9.989997864","4","5",0,"MIANDA305",3,19358.04,2767.99,2691.7,57.27,1000781,"0",0.727735368931298,"Senior",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Medium",0.427325251547473,5
"16913",36.5,50.1575,34.5,0,0,21.42,42,579,1275,0,553,0,42.6575,15.33333333,17.33333333,25,48.93,11,18.43,46,18,"A","N","C","NEW YORK CITY AREA","N","WC","U","N","1","29.98999023","3","3",0,"NYCMAN917",0,1468,1049.24,1007.41,33.58,1002446,"0",0.884615384593195,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.302174127574991,4
"16928",62.5,30,63.5,0.666666667,6,5.16,42,1159,677,1,1153,0,30.2475,17.66666667,22,41,57,25,28.12,58,29,"A","N","C","CENTRAL/SOUTH TEXAS AREA","N","WCMB","U","N","2","129.9899902","4","5",0,"SANAUS512",0.666666667,2337,1504.97,1461.98,35.66,1002470,"0",0.803030303181818,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Low",0.239129606284868,5
"16936",66.25,34.99,25.75,1.666666667,5,27.51,38,4640,716,2.666666667,4632,0,35.305,18.33333333,29.33333333,58,265.68,38,125.19,82,45,"A","N","T","DALLAS AREA","N","WC","A","S","2","29.98999023","3","3",0,"DALDAL214",1,9830,1653.17,1609.98,43.51,1002491,"0",0.624999999957386,"Young",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"Low",0.363717725903075,4
"17003",732.5,66.4425,-167.5,7.333333333,43,200.12,40,9360,306,17.66666667,9293,56.0925,103.8875,161,204.6666667,788,632.79,275,244.55,850,304,"BA","N","C","CALIFORNIA NORTH AREA","R","WCMB","M","H","4","99.98999023","3","3",0,"SFRSCL408",7,24046,3621.68,3543.9,93.26,1002615,"0",0.786644951011947,"Senior",0.0154879779549822,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"High",0.278594343127483,4
"17358",89.5,16.99,23.5,3,1,23.85,38,935,1141,0,935,0,26.2025,30.66666667,39,82,54.56,40,27.5,68,32,"J","N","C","NEW ENGLAND AREA","N","WC","U","U","1","29.98999023","3","3",0,"BOSBOS617",2.333333333,1855,668.89,650.26,19.13,1003303,"0",0.786324786410256,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.32669402019868,4
"17403",55.25,16.99,-29.25,0.666666667,8,40.37,37,459,1138,1.666666667,458,0,17.1775,14.66666667,16.33333333,65,43.28,17,12.72,53,14,"A","N","C","DALLAS AREA","N","WC","M","N","1","29.98999023","3","3",0,"DALFTW817",0,1558,712.78,693.04,19.25,1003412,"0",0.897959184060808,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.307077458193273,4
"17573",248.5,30,-12.5,4,5,26.2,37,2908,1128,11.33333333,2864,0,30,35.66666667,47.66666667,253,314.53,77,84.24,292,84,"B","N","T","DALLAS AREA","N","WC","S","N","1","29.98999023","3","3",0,"DALFTW817",1,10694,1332.93,1282.28,37.71,1003732,"0",0.748251748269353,"Senior",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.325274809606993,4
"17586",72.75,10,-33.75,1.666666667,5,7.65,37,1531,1127,1.333333333,1516,0,10,23,28.33333333,84,71.94,39,43.31,86,45,"A","N","T","CENTRAL/SOUTH TEXAS AREA","N","WC","M","U","1","29.98999023","4","4",0,"SANAUS512",0.333333333,2518,901.64,825.86,23.6,1003752,"0",0.811764705977855,"Senior",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.35570585999535,5
"17752",206.75,38.7,-206.75,0.666666667,1,12.61,38,9384,465,1.333333333,9201,5.775,36.975,3,3.666666667,276,605.96,144,353.88,390,211,"A","N","C","SOUTH FLORIDA AREA","R","WCMB","U","N","5","79.98999023","3","3",0,"MIANDA305",0.333333333,15755,1769.66,1703.29,65.51,1004085,"1",0.818181818107438,"None",0.00326333872043217,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.470707244404096,4
"18115",18.25,32.49,20.75,0.666666667,2,11.31,35,316,1062,1,309,0,35.74,8,13,11,25.87,7,13.43,17,8,"A","N","C","NEW YORK CITY AREA","N","WC","U","B","1","29.98999023","4","4",0,"NYCMAN917",0.333333333,595,855.75,806.17,35.05,1004829,"0",0.615384615384615,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.374070547651993,5
"18610",836.75,49.99,-312.75,8.666666667,30,452.87,32,9448,305,39,9319,24,84.695,171,261.6666667,941,592.53,327,310.63,926,333,"A","N","C","CENTRAL/SOUTH TEXAS AREA","N","WCMB","M","J","2","79.98999023","5","5",0,"SANCRP512",2,17776,1738.75,1672.77,55.76,1005796,"0",0.653503184630127,"Senior",0.013803019410496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"High",0.293919297923137,6
"18641",272.25,10,-85.25,3.666666667,8,8.65,34,2189,490,1.333333333,2172,11,20.605,61.33333333,70.33333333,301,234.84,69,67.88,276,63,"A","N","C","NORTH FLORIDA AREA","N","WCMB","M","H","3","149.9899902","3","3",0,"FLNCOC407",3,7515,1187.58,1138.84,35.59,1005856,"0",0.872037914685879,"Senior",0.00926253389245356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.245504634858074,4
"18723",173.75,10,-50.75,75.33333333,14,67.96,32,1918,958,0,1892,20.1875,32.39,70.66666667,161.6666667,191,185.7,82,63.07,144,64,"A","N","R","TENNESSEE AREA","N","WC","M","N","1","29.98999023","3","3",0,"ATLCHA423",0.666666667,5571,1004.57,963.42,32.11,1006009,"0",0.437113401992348,"Senior",0.0200956628209084,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.383506158051861,4
"19030",1521.25,92.65,-217.25,32,59,380.89,33,7507,677,80.66666667,7507,45.5625,162.55,370,467.6666667,1594,584,548,234.59,1084,402,"A","N","C","SOUTH FLORIDA AREA","N","WCMB","U","J","3","29.98999023","5","5",0,"MIAHWD954",15.33333333,18688,2270.88,2151.07,67.22,1006637,"0",0.791161796094714,"Senior",0.0200638078630311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Very High",0.383167684251623,6
"19048",462.5,10,54.5,4.666666667,3,400.26,37,1221,1110,3,1198,0,10,34,48.33333333,444,360.18,35,36.3,471,35,"A","N","C","NEW ENGLAND AREA","N","WC","S","N","1","29.98999023","3","3",0,"BOSBOS617",3.666666667,11886,854.53,814.14,24.67,1006671,"0",0.703448275910583,"Senior",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.320166795532167,4
"19154",400.5,10,-107.5,9.333333333,3,20.63,31,4541,939,43.66666667,4480,23.475,33.24,124.6666667,188,436,251.83,247,154.48,387,220,"A","N","C","HOUSTON AREA","N","WC","S","O","1","29.98999023","3","3",0,"HOUHOU281",3.666666667,7303,957.23,903.78,31.16,1006886,"0",0.663120567553191,"Senior",0.0245238866312172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.322200810706442,4
"19159",268.25,30,-42.25,4.666666667,3,16.26,31,3608,939,1.333333333,3520,0,31.0125,70.33333333,78.66666667,282,319.52,101,121.38,300,113,"A","N","C","NORTH FLORIDA AREA","N","WC","S","M","1","29.98999023","3","6",0,"FLNWNH941",1,9266,1225.91,1225.91,42.27,1006895,"0",0.894067796529912,"Senior",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Medium",0.269159040938796,4
"19221",1160.75,42.6575,-239.75,15.33333333,45,285.67,35,12244,435,29.66666667,11965,124.4,180.7675,293.3333333,383.6666667,1241,675.61,627,362.58,960,509,"A","N","C","DALLAS AREA","N","WCMB","M","J","3","199.9899902","3","4",0,"DALFTW817",7,22295,2449.24,2386.41,72.32,1007023,"0",0.764552562835399,"Senior",0.0507912658620633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"High",0.285285671402176,4
"19284",27.25,30,-19.25,0,2,4.96,31,1443,571,4,1442,0,30.27,6.666666667,8,34,135.34,20,49.72,51,28,"A","N","C","NORTH FLORIDA AREA","N","WCMB","M","N","2","79.98999023","3","3",0,"FLNCLR813",0,3925,1006.9,956.58,32.99,1007144,"0",0.833333333375,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.241321911142085,4
"19502",532.25,79.99,-178.25,4.333333333,11,2.72,37,6248,614,0,6232,21.5625,103.5325,207.3333333,374,592,408.18,258,188.85,626,264,"A","N","T","NEW ENGLAND AREA","R","WC","B","U","2","9.989997864","3","3",0,"BOSBOS781",4,13470,2481.68,2481.68,75.2,1007578,"0",0.554367201336898,"Senior",0.00868867057799555,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.334602869241155,4
"19739",266,44.99,207,6,23,38.92,32,1810,983,9.666666667,1790,20.2,56.6875,88.33333333,104.3333333,197,109.94,89,57.74,162,78,"AA","N","T","SOUTH FLORIDA AREA","N","WC","S","M","1","29.98999023","3","4",0,"MIAWPB561",4.666666667,3408,1056.57,1003.12,32.36,1008082,"0",0.846645367650685,"Senior",0.0191184682510387,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Medium",0.381160726488977,4
"19768",174.25,93.9825,-43.25,19.33333333,40,25.98,30,8177,669,1.333333333,7947,0,82.4325,68.33333333,124.6666667,189,500.55,107,274.03,269,151,"A","N","C","NEW YORK CITY AREA","N","WC","S","S","2","29.98999023","3","3",0,"NYCNEW201",16.66666667,14516,3480.41,3343.69,115.3,1008139,"0",0.548128342072693,"Senior",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.360971708588143,4
"19867",168.25,30,-130.25,1.333333333,5,9.45,36,2220,1085,1.333333333,2166,8.8,47.7925,26,29,212,138.4,84,61.89,169,71,"A","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","N","WC","M","N","1","29.98999023","3","3",0,"DENDEN303",1.333333333,4844,1388.25,1341.14,38.32,1008340,"0",0.896551724137931,"Senior",0.00633891590131461,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.36881524166854,4
"19965",1092.75,54.8275,402.25,10.33333333,8,8.94,36,7229,804,14.66666667,7217,19.55,74.625,130.3333333,165,959,617.46,209,206.2,891,222,"J","N","C","PHILADELPHIA AREA","N","WC","S","M","2","29.98999023","3","4",0,"PHIMER609",9.333333333,21611,3175.07,3110.16,88.86,1008546,"0",0.78989898969697,"Senior",0.00615734456248209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"High",0.25674490786702,4
"20037",145.75,94.99,143.25,1.333333333,4,41.84,34,1318,1015,0,1291,0,85.2375,38.33333333,53.66666667,98,430.03,30,43.03,96,26,"A","N","C","MIDWEST AREA","N","WC","M","N","1","29.98999023","3","4",0,"OMALNC402",0.333333333,12901,2130.93,2020.58,67.35,1008675,"0",0.714285714179237,"Senior",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.298476368171169,4
"20176",479,45,74,7.666666667,23,56.9,32,5605,484,3.666666667,5553,0,54.075,117.3333333,178,454,477.57,162,185.1,429,163,"A","N","C","CALIFORNIA NORTH AREA","N","WCMB","M","S","4","79.98999023","3","6",0,"SFRSCL408",7.333333333,14327,1935.54,1875.85,62.53,1008936,"0",0.659176029775281,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Medium",0.260043301439111,4
"20380",0,10,0,0,0,4.7,29,1705,131,0,1679,0,18.8375,1,6.333333333,0,198.21,0,59.96,4,2,"BA","N","C","CALIFORNIA NORTH AREA","R","WCMB","M","U","2","79.98999023","3","3",0,"SFRSMO650",0,5550,1738.46,1681.51,60.05,1009333,"0",0.157894736850416,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.285902539361916,4
"20507",52.5,35.99,-11.5,4.666666667,2,7.95,35,1268,1052,3,1193,0,38.98,13,20.33333333,56,171.34,22,37.28,106,34,"A","N","C","DALLAS AREA","N","WC","M","N","1","29.98999023","4","6",0,"DALDAL214",1,5483,1190.45,1144.97,35.78,1009575,"0",0.639344262399893,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Low",0.316608795052677,5
"20627",1.75,19.99,0.25,0.333333333,1,0,29,1247,877,0.666666667,1239,0,20.17,0.666666667,1.333333333,2,91.75,2,44.25,5,4,"A","N","C","NEW ENGLAND AREA","N","WC","M","I","1","29.98999023","3","3",0,"HARHAR860",0.333333333,2569,859.17,825.58,29.49,1009819,"0",0.500000000375,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.376218754262183,4
