"","mou_Mean","totmrc_Mean","change_mou","drop_blk_Mean","owylis_vce_Range","mou_opkv_Range","months","totcalls","eqpdays","iwylis_vce_Mean","adjqty","ovrrev_Mean","rev_Mean","comp_vce_Mean","plcd_vce_Mean","avg3mou","avgmou","avg3qty","avgqty","avg6mou","avg6qty","crclscod","asl_flag","prizm_social_one","area","refurb_new","hnd_webcap","marital","ethnic","models","hnd_price","actvsubs","uniqsubs","churn","csa","drop_vce_Mean","adjmou","totrev","adjrev","avgrev","Customer_ID","retdays_dummy","compl_vce_percentage","age1_dummy","optimum","asl_flag_Y","prizm_social_one_R","prizm_social_one_T","area_DC_MARYLAND_VIRGINIA","area_MIDWEST","area_NORTHWEST_ROCKYMOUNTAIN","area_OHIO","area_SOUTH_FLORIDA","area_TENNESSEE","refurb_new_R","marital_S","ethnic_C","ethnic_N","ethnic_P","ethnic_S","ethnic_U","ethnic_Z","models_2","models_3","models_4","models_5","models_8","hnd_price129.9899902","hnd_price199.9899902","hnd_price249.9899902","hnd_price299.9899902","uniqsubs_2","uniqsubs_3","uniqsubs_4","uniqsubs_5","uniqsubs_6","uniqsubs_9","age1_dummy_Young","result","mou_Mean_catg","prob","actvsubs_int"
"4963",276.75,39.99,17.25,4.333333333,14,69.78,12,943,379,3.333333333,942,0.0875,34.4575,71.66666667,88,271,283.55,93,85.64,211,72,"AA","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","U","G","1","149.9899902","1","1",1,"DENCOL719",4.333333333,3119,489.16,399.19,36.29,1060607,"0",0.814393939431818,"None",0.000178878076702919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.28864998265511,2
"5062",1645.75,59.99,157.25,36.33333333,37,244.2,10,6206,177,21.66666667,5388,0.225,50.44,353,602,1593,2949.63,494,673.5,1794,503,"C2","N","C","NEW ENGLAND AREA","N","WCMB","U","B","4","149.9899902","1","1",1,"BOSBOS617",30.66666667,23597,1842.28,1586.36,198.3,1062691,"0",0.586378737541528,"None",0.00012213127211933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Very High",0.285541102211886,2
"5077",221,49.99,146,4.666666667,23,22.76,10,856,126,28.33333333,856,0,65.9175,34.33333333,50.66666667,172,202.78,89,95.11,143,71,"AA","N","C","LOS ANGELES AREA","R","WCMB","M","H","3","29.98999023","3","3",1,"LAXDOW562",3.666666667,1825,726.26,632.28,70.25,1062995,"0",0.677631578836998,"Senior",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.303653421109206,4
"5102",25.25,69.99,-21.25,4.333333333,0,7.45,11,279,324,0,279,0,50.8925,9,17.66666667,32,112.5,15,27.9,45,15,"AA","N","C","ATLANTIC SOUTH AREA","N","WCMB","A","N","1","79.98999023","1","2",1,"BIRBIR205",4,1125,648.01,512.38,51.24,1089908,"0",0.509433962168031,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.273707566078148,2
"5245",361.25,59.99,48.75,8.666666667,10,52.02,10,905,318,0,880,0,50.6875,103.6666667,174.3333333,345,208.44,140,97.78,222,99,"A","N","C","NEW YORK CITY AREA","N","WC","B","I","1","29.98999023","1","1",1,"NYCBRO917",7.666666667,1876,535.38,455.4,50.6,1060475,"0",0.59464627181542,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.250646435688641,2
"5258",542.5,62.74,-536.5,7,2,280.35,10,944,295,3.666666667,943,56.0875,118.295,126.3333333,157,721,504.89,159,104.78,584,123,"AA","N","T","LOS ANGELES AREA","N","WCMB","M","S","1","149.9899902","1","1",1,"LAXLAG949",5.666666667,4544,686.37,618.39,68.71,1064509,"0",0.804670912738853,"Senior",0.0817161297842272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.322226208923144,2
"5259",500.25,59.99,-481.25,17.66666667,17,359.21,10,889,309,16.33333333,888,16.5,66.49,25.66666667,43.66666667,661,376.44,106,98.67,464,104,"AA","N","T","ATLANTIC SOUTH AREA","N","WCMB","U","H","1","129.9899902","1","1",1,"ATLANE678",11,3388,585.43,525.45,58.38,1071843,"0",0.587786259573452,"Young",0.0281844114582444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Medium",0.354009910465352,2
"5280",503.25,10,199.75,6.333333333,21,65.41,11,1218,306,18.33333333,1214,38.5625,50.79,118.6666667,145.3333333,437,380.33,155,134.89,418,155,"AA","N","T","OHIO AREA","N","WCMB","A","H","1","79.98999023","2","2",1,"INDIND317",4.666666667,3423,304.64,264.47,29.39,1084095,"0",0.816513761884522,"Young",0.126583836659664,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Medium",0.387045173749841,3
"5289",299.5,18.5,251.5,8,9,8.62,11,955,267,0.333333333,939,0,35.6475,65,78.33333333,216,158.5,115,93.9,154,87,"AA","N","C","CHICAGO AREA","R","WCMB","M","N","2","99.98999023","1","3",1,"CHINBK847",1,1585,350.18,250.85,25.09,1057136,"0",0.829787234077863,"Senior",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.280380575179457,2
"5298",138.25,39.99,28.75,8.333333333,90,125.68,11,343,340,1,343,0,30.26,49.33333333,61.66666667,129,164.8,52,34.3,111,35,"DA","N","T","SOUTH FLORIDA AREA","N","WC","U","G","1","29.98999023","1","1",1,"MIAMIA305",1,1648,363.12,303.14,30.31,1056300,"0",0.799999999902703,"None",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.343299959693872,2
"5327",113,84.575,-85,21.33333333,6,21.87,10,732,253,0.666666667,730,0,84.575,54.33333333,84.33333333,141,220.63,79,91.25,176,86,"A","N","C","DC/MARYLAND/VIRGINIA AREA","R","WCMB","U","U","2","79.98999023","2","5",1,"APCANN443",15.33333333,1765,1024.74,876,109.5,1094102,"0",0.644268774689497,"None",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Low",0.39584696092536,3
"5417",1180.75,59.99,-394.75,3,24,541.9,11,2064,309,6.333333333,2022,75.8,125.79,185.3333333,298.3333333,1312,1088.56,266,224.67,1141,250,"AA","N","C","TENNESSEE AREA","N","WCMB","U","O","1","129.9899902","4","4",1,"LOULOU502",3,9797,877.37,782.4,86.93,1091517,"0",0.621229050237009,"Young",0.0863945655766666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,"High",0.340618872715354,5
"5432",998.5,59.99,-594.5,26,58,566.13,11,3141,329,9,3134,83.7,118.29,212.6666667,271.6666667,1197,1043.4,395,313.4,1078,346,"BA","N","C","NEW YORK CITY AREA","N","WCMB","U","S","1","29.98999023","1","1",1,"NYCWHI914",25.66666667,10434,996.29,916.31,91.63,1058076,"0",0.782822085916218,"None",0.0840116833452107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.373135065268574,2
"5451",434,39.99,-226,4.333333333,12,232.79,12,1246,364,4,1243,7.525,40.4325,64.33333333,79.66666667,509,375.64,126,113,382,103,"AA","N","C","CHICAGO AREA","N","WCMB","U","O","1","59.98999023","1","1",1,"MILMAD608",4,4132,456.99,393.76,35.8,1053222,"0",0.807531380677509,"Senior",0.0164664434670343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.25746799324502,2
"5473",262,39.99,19,2.666666667,4,27.01,10,681,278,5.666666667,678,2.1875,32.905,87.33333333,113.6666667,256,256.89,83,75.33,285,83,"AA","N","R","ATLANTIC SOUTH AREA","N","WCMB","U","N","2","99.98999023","1","1",1,"NCRSPN910",0.666666667,2312,413.91,353.93,39.33,1070527,"0",0.768328445493159,"Young",0.00528496533062743,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Medium",0.312833616095577,2
"5497",618.5,30,-77.5,10.66666667,15,196.04,11,2516,324,1,2503,18.8125,50.7325,183.6666667,229.3333333,644,612.4,256,250.3,548,222,"BA","N","C","PHILADELPHIA AREA","N","WCMB","U","I","1","59.98999023","1","1",1,"PHIWIL302",9.666666667,6124,452.56,392.57,39.26,1059231,"0",0.800872093285011,"None",0.0415690737139827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.276818355946145,2
"5601",1348.5,44.99,146.5,21,24,166.18,12,3144,221,0.333333333,2881,0.4575,39.055,280.3333333,372,1300,1301.7,327,288.1,1267,293,"AA","N","T","ATLANTIC SOUTH AREA","R","WCMB","S","N","2","59.98999023","1","3",1,"ATLCOL706",17.66666667,13017,601.4,508.51,50.85,1087697,"0",0.753584229301075,"Senior",0.000760724975058198,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"High",0.236210561947842,2
"5623",217.25,39.99,144.75,1.666666667,4,64.06,10,1528,68,0.333333333,1513,0,43.405,91.33333333,151,169,293.44,98,168.11,240,137,"AA","N","T","NORTHWEST/ROCKY MOUNTAIN AREA","R","WCMB","M","I","2","29.98999023","1","1",1,"SEWKHF541",0.666666667,2641,477.7,417.72,46.41,1070940,"0",0.604856512119205,"Senior",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.339924759910141,2
"5630",184,29.99,60,5.666666667,23,42,11,809,337,7.333333333,678,8.1,38.855,69,87.33333333,164,152.89,85,75.33,133,71,"B","N","C","SOUTHWEST AREA","N","WCMB","S","N","1","29.98999023","2","2",1,"NEVELC619",4.666666667,1376,472.5,361.49,40.17,1056838,"0",0.790076335908018,"Senior",0.0171428571428571,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.237566874389783,3
"5672",694.75,59.99,171.25,6.666666667,12,135.33,11,1608,349,0.333333333,1573,7.05,66.11,149,187.3333333,638,587.7,168,157.3,565,157,"AA","N","T","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","B","D","1","199.9899902","1","1",1,"SLCKAY801",5.666666667,5877,726.2,636.22,63.62,1055179,"0",0.795373665621953,"Senior",0.00970806940236849,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"High",0.243822590233092,2
"5677",34.75,69.99,-34.75,0.666666667,4,96.6,11,205,332,0.666666667,205,0,60.2375,6,8.666666667,46,49.3,12,20.5,45,16,"AA","N","T","GREAT LAKES AREA","N","WCMB","B","U","1","79.98999023","2","2",1,"DETBAT616",0.333333333,493,691.98,612,61.2,1076231,"0",0.692307692281065,"Young",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Low",0.320869245385348,3
"5738",554.25,44.99,-48.25,7,28,91.83,12,1752,338,25.33333333,1751,54.6,89.59,105.3333333,139.6666667,570,433.36,205,159.18,489,178,"BA","N","R","TENNESSEE AREA","N","WCMB","M","S","1","149.9899902","1","1",1,"LOULOU502",3,4767,689.4,624.42,56.77,1074916,"0",0.754176610559862,"Senior",0.0791993037423847,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.255789110778627,2
"5776",550,10,231,19.33333333,2,26.73,12,1584,125,3.333333333,1584,81.235,92.72,149,214,473,283.91,225,144,348,174,"AA","N","C","LOS ANGELES AREA","N","WCMB","U","S","3","199.9899902","2","2",1,"LAXOXN805",17.33333333,3123,532.44,392.28,35.66,1085365,"0",0.696261682242991,"None",0.152571181729397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"Medium",0.351567325914602,3
"5867",849.75,51.375,-17.75,35.66666667,1,41.42,12,2388,343,0,2354,68.695,112.7025,180.3333333,268.3333333,856,787.6,272,235.4,1031,320,"B","N","T","SOUTH FLORIDA AREA","N","WCMB","U","H","1","129.9899902","2","5",1,"MIADFD954",27,7876,914.43,787.63,78.76,1088014,"0",0.672049689400255,"None",0.075123300854084,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"High",0.485864970378523,3
"5886",226.5,36.99,8.5,2.666666667,5,73.73,11,754,323,0,720,1.6625,28.6525,101.6666667,148.3333333,224,155.89,103,80,190,92,"AA","N","C","LOS ANGELES AREA","N","WCMB","U","H","1","149.9899902","1","2",1,"LAXLAX323",1.666666667,1403,338.94,271.22,30.14,1069587,"0",0.685393258805706,"None",0.00490499793473771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.27140803780093,2
"5959",200.75,39.99,-37.75,9.333333333,0,19.9,10,669,307,14.33333333,669,0,31.0025,46.33333333,63,213,207,72,74.33,188,72,"JF","N","C","CHICAGO AREA","N","WC","U","H","1","29.98999023","2","2",1,"CHICHI773",2.666666667,1863,416.87,276.9,30.77,1062260,"0",0.735449735396825,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.256269190822965,3
"5966",539,59.99,-201,14.66666667,31,115.91,12,4221,371,5,4217,0,50.2825,173.6666667,210,606,911.27,275,383.36,818,344,"DA","N","C","CHICAGO AREA","N","WCMB","M","I","1","149.9899902","1","1",1,"CHILAG630",3,10024,796.15,766.17,69.65,1061978,"0",0.826984127142857,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.248514710525214,2
"5967",279.75,59.99,-154.75,15,16,112.23,10,871,314,0.666666667,747,0,50.44,77.66666667,99.66666667,331,288.22,89,83,316,93,"AA","N","C","CALIFORNIA NORTH AREA","N","WCMB","U","U","1","129.9899902","1","2",1,"SFRSFR415",12.66666667,2594,536.56,449.63,49.96,1061066,"0",0.779264214054205,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.246228395301871,2
"6045",134,44.99,42,2,3,25.64,12,695,364,0.666666667,646,0,35.83,20.66666667,25,120,222,39,58.73,123,39,"A","N","R","NORTH FLORIDA AREA","R","WC","U","I","1","9.989997864","2","5",1,"MIANAP941",2,2442,468.73,388.19,35.29,1084746,"0",0.8266666668,"None",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Low",0.396958929982488,3
"6071",1496.75,44.99,-259.75,53.33333333,12,577.56,12,6584,350,43,6576,84.875,120.075,339.6666667,427.6666667,1583,1294.36,630,597.82,1437,596,"BA","N","C","SOUTH FLORIDA AREA","N","WCMB","U","U","1","129.9899902","1","1",1,"MIANDA305",42.33333333,14238,1082.55,1016.94,92.45,1087415,"0",0.794232268137628,"Senior",0.0784028451341739,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"High",0.336469369461989,2
"6072",246.75,79.99,-142.75,16.33333333,4,39.7,12,1352,359,1.666666667,1352,16.35,87.0075,45.33333333,60.66666667,294,339.27,105,122.91,313,112,"AA","N","C","CALIFORNIA NORTH AREA","N","WCMB","A","N","1","59.98999023","2","2",1,"HWIHON808",6.666666667,3732,841.78,761.8,69.25,1053731,"0",0.747252747156744,"Young",0.0194231271828744,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Low",0.314557471665421,3
"6131",107.25,49.99,-56.25,7.333333333,2,15.66,11,1741,328,0,1730,0.0975,39.855,42.66666667,67,126,441.1,68,173,155,79,"BA","N","R","MIDWEST AREA","N","WCMB","S","S","1","149.9899902","1","1",1,"STLMIA918",4,4411,565.99,480.11,48.01,1089467,"0",0.636815920447761,"Young",0.000172264527641831,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Low",0.264908858698516,2
"6183",89.25,84.575,-5.25,1.666666667,19,19.12,11,619,306,3,519,0,90.375,29,52.33333333,91,244.11,46,57.67,221,59,"AA","N","R","ATLANTIC SOUTH AREA","R","WCMB","M","N","1","99.98999023","2","4",1,"NCRSIC919",0,2197,1036,910.6,101.18,1084015,"0",0.554140127423831,"Senior",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.347085822957857,3
"6265",404.75,29.99,-16.75,14.66666667,16,40.62,10,889,306,1.333333333,885,20.7375,60.5575,109.6666667,179,410,272.89,149,98.33,302,112,"AA","N","C","OHIO AREA","N","WCMB","U","N","1","59.98999023","1","1",1,"INDIND317",7.666666667,2456,455.47,395.49,43.94,1062458,"0",0.6126629424581,"Senior",0.0455298921992667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.252165572265886,2
"6362",207.25,29.92,108.75,5.333333333,2,125.22,12,437,112,0,431,1.0975,47.0275,25,40.33333333,171,203.64,37,39.18,196,37,"A","N","C","CALIFORNIA NORTH AREA","R","WCMB","U","S","2","29.98999023","1","2",1,"SFRSAC916",4,2240,552.06,511.17,46.47,1052279,"0",0.619834710795028,"None",0.00198800854979531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.294240771088033,2
"6409",809.75,44.99,174.25,17.66666667,17,67.23,11,3953,327,16,3915,59.685,97.645,234.6666667,328.3333333,752,978.1,411,391.5,798,403,"AA","N","C","NEW YORK CITY AREA","N","WCMB","B","N","1","129.9899902","1","1",1,"NYCBRO917",11.33333333,9781,747.77,682.16,68.22,1077393,"0",0.714720812356824,"Senior",0.0798173235085655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"High",0.255666231305646,2
"6454",355.5,39.99,-168.5,9,4,9.68,10,1227,305,1.333333333,1227,29.225,67.4875,120,152.3333333,412,339.89,167,136.33,376,148,"EA","N","C","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","M","S","1","59.98999023","1","1",1,"SEATAC253",7.333333333,3059,576.68,508.7,56.52,1062669,"0",0.78774617085071,"Senior",0.0506780190053409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.315684857284367,2
"6455",182.75,59.99,-180.75,7,13,39.66,12,2281,357,1.333333333,2281,0,50.6975,36.33333333,51.66666667,243,487.36,97,207.36,303,146,"BA","N","R","ATLANTIC SOUTH AREA","N","WCMB","S","U","1","149.9899902","2","2",1,"AIRCOL803",6.333333333,5361,787.66,757.68,68.88,1054062,"0",0.703225806341727,"None",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.287196936816895,3
"6467",210.25,49.99,-100.25,8.666666667,14,58.44,11,965,347,4,959,0,50.44,73,101.3333333,244,238.3,115,95.9,222,98,"ZA","N","T","CENTRAL/SOUTH TEXAS AREA","N","WC","U","H","1","79.98999023","1","1",1,"SANSAN210",6,2383,598.52,538.54,53.85,1055362,"0",0.720394737079077,"None",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.278596448699461,2
"6475",353,44.99,-211,2,8,10.77,12,1717,357,0,1683,1.8375,36.8275,85.66666667,112,423,429,132,153,365,129,"AA","N","T","CHICAGO AREA","N","WCMB","U","U","1","99.98999023","1","1",1,"MILWAU262",1.666666667,4719,493.63,428.02,38.91,1086090,"0",0.764880952410714,"None",0.0037224236776533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.240390923018735,2
"6476",1174.25,64.82,-394.25,6.666666667,15,607.65,11,1679,281,2,1611,36.425,92.1575,142.6666667,159.6666667,1306,873.4,233,161.1,993,184,"A","N","T","NORTH FLORIDA AREA","R","WCMB","U","J","2","39.98999023","1","3",1,"FLNCLR813",5,8734,1027.38,948.99,94.9,1055847,"0",0.893528183738303,"None",0.0354542622982733,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"High",0.352664883278657,2
"6523",803.25,44.7475,-803.25,19.66666667,119,605.1,11,7138,270,4.333333333,7120,0.375,37.1975,173.6666667,233.6666667,1071,1378.2,540,712,1361,689,"BA","N","C","PHILADELPHIA AREA","R","WCMB","S","Z","3","9.989997864","1","1",1,"PHIPHI215",15.66666667,13782,664,580.77,58.08,1055117,"0",0.743223965799825,"Senior",0.000564759036144578,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.31269894219329,2
"6562",133.5,29.99,-133.5,4.333333333,21,42.91,12,1077,375,5.666666667,1072,5.8725,37.9025,59,82.33333333,178,199.64,109,97.45,181,98,"AA","N","C","NEW YORK CITY AREA","N","WCMB","U","O","1","129.9899902","1","2",1,"NYCPLA908",2.666666667,2196,490.6,460.61,41.87,1061352,"0",0.716599190312413,"Senior",0.0119700366897676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Low",0.293976723730592,2
"6567",507,61.98,281,32.66666667,40,77.8,12,2524,44,25.33333333,2505,0.78,62.97,149,269.6666667,413,395.18,222,227.73,339,195,"AA","N","C","SOUTH FLORIDA AREA","N","WCMB","U","H","2","149.9899902","2","2",1,"MIAMIA305",6,4347,695.08,643.1,58.46,1052566,"0",0.552533992515138,"None",0.00112217298728204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.271857931141561,3
"6584",1608.25,52.8125,635.75,24.33333333,20,305.63,11,1610,186,19.66666667,1607,215.7875,304.1225,171.3333333,228.3333333,1396,747.33,271,178.56,982,220,"EA","Y","T","CHICAGO AREA","N","WCMB","S","N","2","149.9899902","1","2",1,"CHICHA217",13.66666667,6726,1294.97,1220.36,135.6,1091992,"0",0.750364963467207,"Young",0.166635134404658,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Very High",0.313235305951447,2
"6694",249.75,39.99,177.25,5,3,74.13,10,1087,254,11.33333333,1085,3.5,34.15,54.33333333,69.66666667,191,346.78,74,120.56,294,102,"CA","N","T","OHIO AREA","R","WCMB","U","N","2","79.98999023","1","1",1,"INDIND317",3.333333333,3121,494.42,434.44,48.27,1062587,"0",0.779904306134933,"Senior",0.00707900165850896,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.259015559100634,2
"6699",280.75,44.9925,302.25,2,10,87.66,12,1098,90,4,1030,1.215,40.44,64.33333333,83.33333333,180,409.91,49,93.64,423,92,"AA","N","C","SOUTHWEST AREA","N","WC","S","I","2","29.98999023","1","2",1,"PHXTUC520",1.666666667,4509,669.61,611.56,55.6,1070902,"1",0.77199999999088,"Senior",0.00181448903092845,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.334317621916267,2
"6732",332,44.99,-49,4,11,269.45,11,664,325,4.666666667,488,0,35.0875,34.66666667,56.66666667,348,555.56,44,54.22,465,48,"AA","N","T","NORTH FLORIDA AREA","N","WCMB","S","M","1","99.98999023","2","2",1,"FLNSAN407",0,5000,444.46,329.23,36.58,1077891,"0",0.61176470590519,"Senior",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.280137357856034,3
"6751",797.25,84.99,-3.25,45,16,107.81,12,2758,359,9.333333333,2608,19.4375,96.2275,219.3333333,273,798,573,343,260.8,626,282,"B","N","C","NEW YORK CITY AREA","R","WCMB","M","U","1","79.98999023","2","2",1,"NYCPLA908",42.66666667,5730,1030.99,855.85,85.59,1053845,"0",0.803418803296703,"Senior",0.0188532381497396,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"High",0.32064884145763,3
"6769",2386.5,109.99,-85.5,57.66666667,8,368.76,11,6232,66,15.66666667,6213,48.125,159.1375,284.3333333,379.6666667,2415,2050.5,690,621.3,2206,659,"AA","N","C","NEW YORK CITY AREA","R","WCMB","U","I","2","99.98999023","1","1",1,"NYCBRO917",56.33333333,20505,1740.72,1659.84,165.98,1077858,"0",0.748902545939517,"Senior",0.0276466060021141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Very High",0.235492499509968,2
"6894",168.75,10,87.25,3.666666667,10,117.85,10,348,287,1.666666667,348,0,12.2675,29.33333333,41,140,143.33,46,38.67,166,49,"AA","N","R","ATLANTIC SOUTH AREA","N","WCMB","S","F","1","59.98999023","2","2",1,"NCRCRY919",1.666666667,1290,186.45,146.28,16.25,1084201,"0",0.715447154390244,"Senior",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.279453813807806,3
"7008",162.25,10,-120.25,4.666666667,31,59.23,11,661,104,3.333333333,607,7.35,18.9625,69.66666667,90.66666667,202,184.67,86,67.44,187,77,"A","N","C","NEW ENGLAND AREA","N","WC","U","U","1","29.98999023","4","5",1,"HARNEW203",4,1662,180.44,131.1,14.57,1069618,"0",0.768382352949692,"Senior",0.0407337619153181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Low",0.302007319247961,5
