"","mou_Mean","totmrc_Mean","change_mou","drop_blk_Mean","owylis_vce_Range","mou_opkv_Range","months","totcalls","eqpdays","iwylis_vce_Mean","adjqty","ovrrev_Mean","rev_Mean","comp_vce_Mean","plcd_vce_Mean","avg3mou","avgmou","avg3qty","avgqty","avg6mou","avg6qty","crclscod","asl_flag","prizm_social_one","area","refurb_new","hnd_webcap","marital","ethnic","models","hnd_price","actvsubs","uniqsubs","churn","csa","drop_vce_Mean","adjmou","totrev","adjrev","avgrev","Customer_ID","retdays_dummy","compl_vce_percentage","age1_dummy","optimum","asl_flag_Y","prizm_social_one_R","prizm_social_one_T","area_DC_MARYLAND_VIRGINIA","area_MIDWEST","area_NORTHWEST_ROCKYMOUNTAIN","area_OHIO","area_SOUTH_FLORIDA","area_TENNESSEE","refurb_new_R","marital_S","ethnic_C","ethnic_N","ethnic_P","ethnic_S","ethnic_U","ethnic_Z","models_2","models_3","models_4","models_5","models_8","hnd_price129.9899902","hnd_price199.9899902","hnd_price249.9899902","hnd_price299.9899902","uniqsubs_2","uniqsubs_3","uniqsubs_4","uniqsubs_5","uniqsubs_6","uniqsubs_9","age1_dummy_Young","result","mou_Mean_catg","prob","actvsubs_int"
"8912",2026,59.99,1417,32,189,513.78,13,3150,401,22,3131,180.5,243.2125,427,544.3333333,1554,966.08,462,260.92,1301,369,"EA","N","T","DALLAS AREA","N","WCMB","U","U","1","149.9899902","1","1",1,"DALDAL214",14.33333333,11593,1058.61,994.77,82.9,1056532,"0",0.784445805314418,"None",0.170506607721446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Very High",0.355742515895629,2
"8943",202.5,29.99,-60.5,2.666666667,7,37.18,25,3098,748,0.666666667,3094,15.2,45.2875,117.3333333,132.6666667,223,193.08,157,128.92,198,141,"AA","N","C","DALLAS AREA","N","WCMB","U","N","1","59.98999023","2","2",1,"DALDAL214",1,4634,1471.2,1439.2,59.97,1028614,"1",0.884422110079291,"Senior",0.010331702011963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.435005085317271,3
"8950",183.25,30,16.75,3,0,98.82,19,610,590,0,599,0,31.26,44,81,178,109.89,45,33.28,133,38,"BA","N","C","CALIFORNIA NORTH AREA","N","WCMB","U","H","1","29.98999023","1","1",1,"SFROAK510",2.666666667,1978,587.2,553.6,30.76,1027266,"0",0.54320987654321,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.301094520808412,2
"8976",698.5,44.99,-698.5,13.33333333,106,58.78,13,2175,378,33,2175,4.4625,39.4525,169,211.6666667,931,1249.83,203,181.25,1105,182,"AA","N","C","ATLANTIC SOUTH AREA","N","WC","B","U","1","59.98999023","1","1",1,"NCRCHA704",8,14998,652.19,526.69,43.89,1079938,"0",0.798425196724657,"Young",0.00684233122249651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"High",0.3366143078124,2
"9000",1119.75,60.5775,773.25,9.666666667,64,1573.29,27,5457,520,17,5385,20.2,68.995,192.6666667,236,862,699.12,149,215.4,815,231,"A","N","C","GREAT LAKES AREA","R","WC","M","F","2","39.98999023","1","1",1,"DETROS810",6,17478,1834.45,1769.57,70.78,1011899,"0",0.816384180932203,"Senior",0.0110114748289678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.312914820262721,2
"9008",179.75,30,-133.75,0.333333333,1,28.69,34,1766,1024,0.333333333,1706,46.3,76.3,7.666666667,10.33333333,224,145.31,74,53.31,113,37,"A","N","C","GREAT LAKES AREA","N","WC","M","N","1","29.98999023","1","1",1,"DETDET313",0.333333333,4650,1536.86,1486.46,46.45,1005831,"0",0.74193548414256,"Senior",0.0301263615423656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.335350070278116,2
"9018",295.25,29.99,53.75,5,26,61.81,24,3305,719,8.333333333,3216,15,45.7525,97.66666667,124.3333333,277,264.77,141,146.18,299,159,"A","N","T","TENNESSEE AREA","N","WC","M","S","1","29.98999023","2","2",1,"LOUETN502",1.333333333,5825,850.84,799.57,36.34,1016585,"0",0.785522788441159,"Young",0.0176296365944243,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Medium",0.321697922932248,3
"9022",41,16.99,8,0,0,2.38,42,1424,1151,0,1414,0,18.74,10,13.66666667,38,58.59,21,34.49,50,27,"A","N","C","CALIFORNIA NORTH AREA","N","WC","A","O","2","29.98999023","2","3",1,"SFRSFR415",0,2402,1009.72,764.74,18.65,1003003,"0",0.731707316894706,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Low",0.387138063387714,3
"9027",286.25,30,257.75,2.333333333,9,8.04,33,2571,1014,0.666666667,2556,13.3,44.29,36.33333333,42.66666667,200,185.97,77,79.88,275,107,"A","N","T","NORTH FLORIDA AREA","N","WC","M","B","1","29.98999023","1","1",1,"FLNTAM813",1.666666667,5951,1245.29,1194.54,37.33,1006213,"0",0.851562499855347,"Senior",0.0106802431562126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.317373658990945,2
"9031",399.75,79.99,-84.75,14,20,95.98,6,1020,182,14.66666667,1014,15.5,75.49,96.66666667,140,428,633.2,177,202.8,1688.485,610.5087,"BA","N","T","SOUTHWEST AREA","N","WCMB","U","S","1","149.9899902","2","2",1,"NMXYUM520",6.666666667,3166,494.15,448.98,89.8,1093239,"0",0.6904761905,"Young",0.0313669938277851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Medium",0.316221633640092,3
"9033",578.75,44.99,-220.75,21.66666667,47,203.59,46,8879,840,27,8569,31.2375,63.76,167.6666667,237.3333333,652,437.05,239,199.28,737,282,"C","N","C","NEW YORK CITY AREA","N","WC","S","O","3","79.98999023","2","2",1,"NYCMAN917",12,18793,2033.65,1918.52,44.62,1001619,"0",0.706460674396975,"Young",0.0153603127381801,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Medium",0.374783788728109,3
"9037",26.25,10,-10.25,0,3,0.6,21,541,623,0,537,0,10,11.66666667,14,30,66.74,13,28.26,63,32,"AA","N","C","CALIFORNIA NORTH AREA","N","WC","M","N","1","29.98999023","2","2",1,"SFROAK510",0,1268,408.47,377.51,19.87,1033211,"0",0.833333333571429,"Young",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Low",0.313238820276232,3
"9055",516,209.99,-516,9.666666667,52,40.91,16,6849,490,1.333333333,6849,0,210.2375,94.33333333,108.3333333,688,1571.33,200,456.6,1134,332,"AA","N","C","CALIFORNIA NORTH AREA","N","WCMB","M","N","1","149.9899902","2","2",1,"SFRSFR415",8.333333333,23570,3963.76,3717.11,247.81,1046011,"0",0.87076923100639,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.315904819342946,3
"9064",1436,99.99,-137,32,2,59.21,34,9091,1005,10,9091,96.9375,204.7725,451.6666667,581.6666667,1482,828.17,502,303.03,1185,421,"A","N","R","ATLANTIC SOUTH AREA","N","WC","U","N","1","29.98999023","1","1",1,"ATLANE678",24.33333333,24845,4086.04,4034.44,134.48,1011240,"0",0.776504298007077,"Senior",0.0237240702489452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.352842356971878,2
"9077",140.5,32.49,-50.5,3,3,38.02,18,1408,532,0.666666667,1407,0,34.015,51,60.66666667,157,236.18,68,82.76,162,63,"AA","N","T","NEW ENGLAND AREA","N","WCMB","A","I","2","129.9899902","2","2",1,"BOSWOR508",2.666666667,4015,676.18,642.64,37.8,1033991,"0",0.840659340613151,"Senior",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"Low",0.336329568664856,3
"9105",141.75,10,-90.75,1.666666667,11,62.49,18,2114,554,4,1869,4.8,16.575,58,72,172,213.5,92,116.81,197,110,"AA","N","T","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","B","G","1","149.9899902","4","4",1,"DENBOU303",1.333333333,3416,378.48,319.52,19.97,1039472,"0",0.805555555555556,"Senior",0.0126823081800888,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.4007733552692,5
"9106",454.25,59.99,-1.25,21.33333333,10,16.53,16,3163,458,23,3136,0,49.99,128.3333333,182.6666667,455,508.79,233,224,494,235,"A","N","C","SOUTH FLORIDA AREA","N","WCMB","A","I","1","129.9899902","1","2",1,"MIADFD954",10.66666667,7123,835.79,747.75,53.41,1054924,"0",0.702554744214862,"Young",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Medium",0.343734882631914,2
"9109",45,30,4,4.666666667,2,5.44,38,1649,1129,0,1649,0,30,19,28.66666667,44,71.03,31,44.57,47,33,"A","N","C","NEW YORK CITY AREA","N","WC","U","U","2","29.98999023","1","1",1,"NYCBRO917",4,2628,1468.06,1322.59,35.75,1004186,"0",0.66279069759735,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.373359110928127,2
"9111",1269,44.99,504,18.66666667,15,451.6,8,1851,244,7,1638,71.925,107.6575,233.3333333,316.3333333,1101,1041.67,282,273,1042,273,"A","N","T","CENTRAL/SOUTH TEXAS AREA","N","WC","M","H","1","29.98999023","1","2",1,"SANMCA210",5.333333333,6250,537.51,424.22,70.7,1087340,"0",0.737618545810076,"Senior",0.133811463972763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"High",0.322336570860921,2
"9131",34,37.99,4,0,1,11.58,49,3376,1481,0,3371,0,38.215,17.33333333,25.66666667,33,185.33,22,70.23,20,13,"C","N","T","CENTRAL/SOUTH TEXAS AREA","N","WC","M","N","2","29.98999023","1","1",1,"SANAUS512",0,8896,2230.89,2199.89,45.83,1001289,"0",0.675324675107101,"Mid-Aged",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.445135411237825,2
"9149",42.75,29.99,-19.75,9.666666667,0,41.39,29,1138,884,0,1138,0,29.99,16.33333333,28.33333333,49,134.32,22,40.64,44,20,"A","N","C","CHICAGO AREA","N","WC","B","N","1","29.98999023","1","1",1,"CHILAG630",0.666666667,3761,1565.71,1532.82,54.74,1011768,"0",0.576470588185467,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.309715811665026,2
"9162",71,44.99,-22,1,7,31.84,46,10618,704,0,10457,0,35.305,29.66666667,35.33333333,78,440.13,35,232.38,73,35,"A","N","C","SOUTH FLORIDA AREA","R","WCMB","M","J","2","39.98999023","1","2",1,"MIANDA305",0.333333333,19806,2622.06,2546.25,56.58,1000708,"0",0.839622641682983,"Senior",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.367377536419749,2
"9163",114.75,39.99,-114.75,33,16,35.64,23,2457,404,0.333333333,2426,0,35.0075,10.33333333,41,153,397,99,173.29,265,132,"AA","N","C","GREAT LAKES AREA","R","WCMB","M","S","2","39.98999023","1","1",1,"DETPON248",24,5558,1246.58,1197.57,85.54,1023734,"1",0.252032520243902,"Senior",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.569210308893484,2
"9192",454.75,44.99,-237.75,33.33333333,1,5.56,12,2058,358,3,2058,44.7125,83.95,152.3333333,242,534,488.73,203,187.09,440,170,"BA","N","T","ATLANTIC SOUTH AREA","N","WCMB","U","H","1","129.9899902","1","1",1,"ATLANE678",4.333333333,5376,1103.8,883.26,80.3,1085844,"0",0.629476583884298,"None",0.0405077912665338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Medium",0.300954084431042,2
"9194",366.25,32.49,-135.25,0.333333333,38,42.85,21,1359,610,7,1347,17.55,50.04,60.33333333,69.66666667,411,306.74,90,70.89,385,78,"AA","N","C","GREAT LAKES AREA","N","WCMB","M","G","1","29.98999023","2","2",1,"DETPON248",0.333333333,5828,874.96,837.99,44.1,1038610,"0",0.866028708044688,"Senior",0.0200580597970193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.309788567714469,3
"9196",248.75,29.99,-25.75,5.333333333,11,120.04,12,718,283,1.333333333,701,23.8,39.4325,59.66666667,67.66666667,257,164.2,105,70.1,201,83,"EA","N","C","SOUTHWEST AREA","N","WCMB","S","N","2","129.9899902","1","2",1,"NEVSDG619",5,1642,442.83,370.27,37.03,1053655,"0",0.881773399020602,"Young",0.053745229546327,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Low",0.303402992025867,2
"9204",32.75,29.99,0.25,0,0,11.66,15,338,464,0,329,0,30.26,5.666666667,10,33,52.57,7,23.5,31,9,"AA","N","T","SOUTH FLORIDA AREA","N","WCMB","U","I","1","149.9899902","1","1",1,"MIAKEY305",0,736,561.08,476.25,34.02,1042388,"0",0.5666666667,"Mid-Aged",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.35534487419533,2
"9224",423,24.99,31,3.333333333,1,82.79,33,1607,1009,0,1607,9.25,34.635,42,64.33333333,413,457.66,56,50.22,407,50,"A","N","C","CHICAGO AREA","N","WC","A","U","1","29.98999023","1","1",1,"MILMIL414",3,14645,1230.95,1205.13,37.66,1006459,"0",0.652849740966469,"Young",0.00751452130468337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Medium",0.39237501596629,2
"9231",38.75,25,-17.75,1.333333333,0,53.25,51,492,1523,0,483,9.25,36.25,13,16.66666667,45,17.84,12,9.86,28,10,"A","N","C","NEW YORK CITY AREA","N","WC","U","N","1","29.98999023","1","1",1,"NYCQUE917",1.333333333,874.02,1321.98,1301.08,26.55,1000702,"0",0.779999999844,"None",0.0069970801373697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.33347903338844,2
"9237",20.5,20,-20.5,1.666666667,0,1.07,43,977,890,0,951,3,26.56,5.333333333,10.66666667,27,59.83,23,39.63,50,38,"CY","N","C","SOUTHWEST AREA","N","WC","A","F","2","29.98999023","2","2",1,"NEVSDG619",1,1436,843.09,818.89,34.12,1098054,"0",0.4999999998125,"Mid-Aged",0.00355833896737003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.341383464770653,3
"9240",159.25,49.99,-8.25,3.666666667,25,108.66,22,1971,656,0.666666667,1945,0,50.14,52,68,162,155.19,70,92.62,232,115,"BA","N","C","NEW ENGLAND AREA","N","WCMB","U","F","1","79.98999023","2","2",1,"BOSMAN603",3.333333333,3259,1111.42,1107.16,52.72,1034495,"0",0.764705882352941,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.316205022344896,3
"9278",81.5,30,23.5,0.666666667,12,3.57,19,909,486,3,905,0,30.495,24.33333333,33,74,119,33,50.28,67,29,"AA","N","T","CALIFORNIA NORTH AREA","N","WC","U","N","2","29.98999023","2","2",1,"SFROAK510",0.666666667,2142,692.9,660.96,36.72,1044230,"0",0.737373737272727,"None",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.315134807320178,3
"9283",965.75,49.99,313.25,21,16,81.71,19,3549,522,1.333333333,3549,134.575,175.15,127,162.3333333,861,536.72,233,197.17,739,235,"DA","N","T","DALLAS AREA","N","WCMB","U","U","1","59.98999023","1","1",1,"DALFTW817",15.33333333,9661,1514.83,1483.86,82.44,1042957,"0",0.782340862583643,"None",0.0888383514981879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.329921123816019,2
"9297",94.25,50,-94.25,2,4,39.5,39,10807,812,0,10712,0,50,8.666666667,12,126,548.73,70,289.51,304,176,"A","N","R","MIDWEST AREA","N","WC","S","S","2","29.98999023","2","2",1,"KCYELD316",0.666666667,20303,2034.41,1956.12,52.87,1003907,"0",0.72222222225,"Senior",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.321889577608554,3
"9318",877,104.99,-60,24,86,29.61,14,6183,412,35.33333333,6169,0,98.95,226.3333333,324.3333333,897,941.31,444,474.54,928,454,"BA","N","C","PHILADELPHIA AREA","N","WCMB","S","H","1","149.9899902","3","3",1,"PHIPHI215",23.66666667,12237,1412.04,1306.07,100.47,1072442,"0",0.697841726587651,"Young",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"High",0.309195220777342,4
"9319",0,129.54,0,0.333333333,0,0,6,3,182,0,2,0,114.425,0,1,0,0.6,0,0.4,1688.485,610.5087,"AA","N","T","DALLAS AREA","N","WCMB","U","N","1","149.9899902","2","3",1,"DALFTW817",0,3,561.68,455.35,91.07,1087308,"0",0,"Young",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"Low",0.382252464345122,3
"9323",460,10,-108,13.33333333,11,86.54,17,2330,496,4.666666667,2264,0,41.575,104.6666667,159.3333333,496,486.47,161,150.93,514,171,"AA","N","C","PHILADELPHIA AREA","N","WC","M","S","1","29.98999023","2","2",1,"PHIARD610",5.666666667,7297,757.14,667.85,44.52,1050453,"0",0.656903766037009,"Senior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.29880618857168,3
"9324",76,22,50,2.666666667,5,13.68,51,1004,1465,0,1004,0,22,14.33333333,46.66666667,59,99.81,18,27.14,68,22,"G","N","T","MIDWEST AREA","N","WC","S","S","1","29.98999023","1","1",1,"STLCOL618",0,3693,848.01,814.14,22,1000947,"0",0.30714285704949,"Senior",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.33927804228269,2
"9329",876.75,44.99,-24.75,20,65,496.21,11,3295,320,10,3260,29.3125,79.45,212.3333333,338.3333333,885,961.8,306,326,1019,327,"AA","N","C","DC/MARYLAND/VIRGINIA AREA","N","WCMB","S","N","1","59.98999023","1","2",1,"SHEHAG301",14,9618,481.49,407.57,40.76,1079310,"0",0.627586206859861,"Young",0.0608787306070739,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"High",0.336599674890512,2
"9336",677,84.99,-210,38,34,130.96,23,6792,693,2,6523,0,81.11,162,207.6666667,747,858.95,248,310.62,676,209,"G","N","C","OHIO AREA","N","WC","U","G","1","29.98999023","1","1",1,"INDIND317",24.33333333,18038,2980.81,2799.67,133.32,1018614,"0",0.78009630806098,"None",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.311743881589794,2
"9359",128.25,30,15.75,2.333333333,6,43.23,28,1867,567,0.333333333,1855,0,31.26,37.33333333,44.66666667,123,128.23,57,84.32,131,78,"B","N","C","CALIFORNIA NORTH AREA","N","WC","B","N","1","29.98999023","1","1",1,"SFRSFR415",2.333333333,2821,727.53,685.98,31.18,1010790,"1",0.835820895385387,"Young",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Low",0.361282708199702,2
"9363",73.66666667,44.99,70.33333333,2.666666667,3,14.43,29,1273,877,0,1251,0,35.53,26.66666667,35.66666667,48,95.88,34,52.13,66,38,"A","N","R","LOS ANGELES AREA","N","WC","M","H","1","29.98999023","1","1",1,"LAXPSG760",1.666666667,2301,974.62,924.63,38.53,1099246,"0",0.747663551425452,"Senior",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Low",0.323614967562698,2
"9390",285.75,30,-95.75,4,14,16.68,25,1796,732,4,1792,4.4625,34.71,83.66666667,102,318,200.83,113,77.91,229,84,"AA","N","C","LOS ANGELES AREA","N","WCMB","M","J","1","29.98999023","1","2",1,"LAXBEV310",4,4619,758.22,725.32,31.54,1032991,"0",0.820261437941176,"Senior",0.0058854949750732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Medium",0.30797533605616,2
"9410",3.5,16.99,-3.5,0,0,4.24,19,92,574,0,86,0,17.575,0.666666667,0.666666667,5,9.88,2,5.06,4,2,"AA","N","T","NORTHWEST/ROCKY MOUNTAIN AREA","N","WCMB","M","S","1","149.9899902","2","4",1,"SEAEVE425",0,168,351.04,302.44,17.79,1037733,"0",1,"Mid-Aged",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Low",0.314845239348752,3
"9413",308,35.03,-94,3.666666667,2,331.07,23,577,334,0,559,0.0975,33.375,40,62,339,304.53,46,37.27,322,44,"AA","N","T","NORTH FLORIDA AREA","R","WCMB","S","U","2","29.98999023","1","2",1,"FLNTAM813",1.666666667,4568,630.08,600.08,40.01,1031968,"0",0.645161290322581,"Young",0.000154742254951752,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Medium",0.330990480542277,2
"9422",429,32.49,-185,10,2,85.11,21,3804,547,1.333333333,3794,2.25,38.67,90,109,491,402.75,234,189.7,433,199,"AA","N","C","LOS ANGELES AREA","R","WCMB","B","I","2","79.98999023","2","3",1,"LAXANA714",9.666666667,8055,1045.34,980.76,49.04,1044243,"0",0.825688073394495,"Senior",0.00215240974228481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Medium",0.378713495449335,3
"9424",29,29.99,-4,1.666666667,0,8.02,16,780,495,0,635,0,29.99,11,14.33333333,30,147.79,16,45.36,45,19,"K","N","C","SOUTH FLORIDA AREA","N","WCMB","S","M","1","59.98999023","2","2",1,"MIADFD954",1.333333333,2069,756.79,622.51,44.47,1045521,"0",0.767441860643591,"Mid-Aged",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.319530645450063,3
"9427",789,59.99,-232,12.66666667,12,25.71,20,3441,602,0,3320,69.45,134.0925,143,213.6666667,866,585.11,231,184.44,853,241,"EA","N","R","NORTH FLORIDA AREA","R","WC","B","N","1","9.989997864","1","1",1,"FLNTAM813",6,10532,2113.99,1982.3,110.13,1026033,"0",0.669266770566417,"Senior",0.0328525678929418,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.371439389915696,2
"9467",39.5,32.49,-37.5,0.333333333,0,67.44,33,1515,995,1,1497,0,32.985,5.666666667,10,52,119.58,9,48.29,52,19,"A","N","C","NEW YORK CITY AREA","N","WC","M","H","1","29.98999023","2","2",1,"NYCNEW201",0.333333333,3707,1081.6,1045.5,33.73,1007390,"0",0.5666666667,"Mid-Aged",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.382841878515427,3
"9473",973.5,29.9925,-820.5,27,38,106.31,13,7845,191,1.333333333,7834,144.1225,172.8525,449.6666667,726,1247,1194.75,679,652.83,1301,702,"AA","N","C","NEW ENGLAND AREA","N","WCMB","M","H","1","199.9899902","1","1",1,"BOSBOS781",23,14337,2637.8,2577.82,214.82,1068576,"0",0.619375573966942,"Senior",0.0546373872166199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"High",0.341581033162042,2
"9494",286.75,10.32,-79.75,7.666666667,21,85.73,31,957,924,5.333333333,957,17.3,28.8575,109.6666667,130.6666667,313,90,128,34.18,204,79,"AA","N","T","OHIO AREA","N","WC","S","G","1","29.98999023","2","2",1,"INDIND317",3,2520,890.9,868.81,31.03,1011960,"0",0.839285714326713,"Young",0.0194185654955663,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Medium",0.352237416784229,3
"9495",159,54.99,-66,3,4,18.12,26,2953,385,3,2759,0,45.8925,45,58,181,221.71,94,114.96,203,100,"B","N","R","NORTH FLORIDA AREA","R","WCMB","A","G","2","99.98999023","2","2",1,"FLNTAL850",0.666666667,5321,1196.31,1074.41,44.77,1024894,"0",0.775862068965517,"Senior",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Low",0.31410029749929,3
"9498",1156.75,84.99,1357.25,10,238,613.25,13,4500,342,54.33333333,4500,86.5,159.2025,396,513.3333333,704,1046.33,265,375,940,330,"CA","Y","T","ATLANTIC SOUTH AREA","R","WCMB","M","D","2","99.98999023","1","1",1,"AIRJAC910",9.333333333,12556,1499.22,1269.25,105.77,1066127,"0",0.771428571478664,"Senior",0.0576966689345126,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"High",0.319363664524522,2
